HS2,HS4,HS6,description,clean_description
,,610429.0,"Ensembles; women's or girls', of textile materials (other than cotton or synthetic fibres), knitted or crocheted",ensemble woman girl textile material cotton synthetic fibre knit crochet
,,610431.0,"Jackets; women's or girls', of wool or fine animal hair, knitted or crocheted",jacket woman girl wool fine animal hair knit crochet
,,610432.0,"Jackets; women's or girls', of cotton, knitted or crocheted",jacket woman girl cotton knit crochet
,,610433.0,"Jackets; women's or girls', of synthetic fibres, knitted or crocheted",jacket woman girl synthetic fibre knit crochet
,,610439.0,"Jackets; women's or girls', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",jacket woman girl textile material wool fine animal hair cotton synthetic fibre knit crochet
,,610441.0,"Dresses; women's or girls', of wool or fine animal hair, knitted or crocheted",dress woman girl wool fine animal hair knit crochet
,,610442.0,"Dresses; women's or girls', of cotton, knitted or crocheted",dress woman girl cotton knit crochet
,,610443.0,"Dresses; women's or girls', of synthetic fibres, knitted or crocheted",dress woman girl synthetic fibre knit crochet
,,610444.0,"Dresses; women's or girls', of artificial fibres, knitted or crocheted",dress woman girl artificial fibre knit crochet
,,610449.0,"Dresses; women's or girls', of textile materials (other than wool or fine animal hair, cotton, synthetic or artificial fibres), knitted or crocheted",dress woman girl textile material wool fine animal hair cotton synthetic artificial fibre knit crochet
,,610451.0,"Skirts and divided skirts; women's or girls', of wool or fine animal hair, knitted or crocheted",skirt divided skirt woman girl wool fine animal hair knit crochet
,,610452.0,"Skirts and divided skirts; women's or girls', of cotton, knitted or crocheted",skirt divided skirt woman girl cotton knit crochet
,,610453.0,"Skirts and divided skirts; women's or girls', of synthetic fibres, knitted or crocheted",skirt divided skirt woman girl synthetic fibre knit crochet
,,610459.0,"Skirts and divided skirts; women's or girls', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",skirt divided skirt woman girl textile material wool fine animal hair cotton synthetic fibre knit crochet
,,610461.0,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of wool or fine animal hair, knitted or crocheted",trouser bib brace overall breech short woman girl wool fine animal hair knit crochet
,,610462.0,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of cotton, knitted or crocheted",trouser bib brace overall breech short woman girl cotton knit crochet
,,610463.0,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of synthetic fibres, knitted or crocheted",trouser bib brace overall breech short woman girl synthetic fibre knit crochet
,,610469.0,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",trouser bib brace overall breech short woman girl textile material wool fine animal hair cotton synthetic fibre knit crochet
,,610510.0,"Shirts; men's or boys', of cotton, knitted or crocheted",shirt man boy cotton knit crochet
,,610520.0,"Shirts; men's or boys', of man-made fibres, knitted or crocheted",shirt man boy man fibre knit crochet
,,610590.0,"Shirts; men's or boys', of textile materials (other than cotton or man-made fibres), knitted or crocheted",shirt man boy textile material cotton man fibre knit crochet
,,610610.0,"Blouses, shirts and shirt-blouses; women's or girls', of cotton, knitted or crocheted",blouse shirt shirt blouse woman girl cotton knit crochet
,,610620.0,"Blouses, shirts and shirt-blouses; women's or girls', of man-made fibres, knitted or crocheted",blouse shirt shirt blouse woman girl man fibre knit crochet
,,610690.0,"Blouses, shirts and shirt-blouses; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted",blouse shirt shirt blouse woman girl textile material cotton man fibre knit crochet
,,610711.0,"Underpants and briefs; men's or boys', of cotton, knitted or crocheted",underpant brief man boy cotton knit crochet
,,610712.0,"Underpants and briefs; men's or boys', of man-made fibres, knitted or crocheted",underpant brief man boy man fibre knit crochet
,,610719.0,"Underpants and briefs; men's or boys', of textile materials (other than cotton or man-made fibres), knitted or crocheted",underpant brief man boy textile material cotton man fibre knit crochet
,,610721.0,"Nightshirts and pyjamas; men's or boys', of cotton, knitted or crocheted",nightshirt pyjama man boy cotton knit crochet
,,610722.0,"Nightshirts and pyjamas; men's or boys', of man-made fibres, knitted or crocheted",nightshirt pyjama man boy man fibre knit crochet
,,610729.0,"Nightshirts and pyjamas; men's or boys', of textile materials (other than cotton or man-made fibres), knitted or crocheted",nightshirt pyjama man boy textile material cotton man fibre knit crochet
,,610791.0,"Bathrobes, dressing gowns and similar articles; men's or boys', of cotton, knitted or crocheted",bathrobes dress gown similar article man boy cotton knit crochet
,,610799.0,"Bathrobes, dressing gowns and similar articles; men's or boys', of textile materials (other than cotton), knitted or crocheted",bathrobes dress gown similar article man boy textile material cotton knit crochet
,,610811.0,"Slips and petticoats; women's or girls', of man-made fibres, knitted or crocheted",slip petticoat woman girl man fibre knit crochet
,,610819.0,"Slips and petticoats; women's or girls', of textile materials (other than man-made fibres), knitted or crocheted",slip petticoat woman girl textile material man fibre knit crochet
,,610821.0,"Briefs and panties; women's or girls', of cotton, knitted or crocheted",brief pantie woman girl cotton knit crochet
,,610822.0,"Briefs and panties; women's or girls', of man-made fibres, knitted or crocheted",brief pantie woman girl man fibre knit crochet
,,610829.0,"Briefs and panties; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted",brief pantie woman girl textile material cotton man fibre knit crochet
,,610831.0,"Nightdresses and pyjamas; women's or girls', of cotton, knitted or crocheted",nightdress pyjama woman girl cotton knit crochet
,,610832.0,"Nightdresses and pyjamas; women's or girls', of man-made fibres, knitted or crocheted",nightdress pyjama woman girl man fibre knit crochet
,,610839.0,"Nightdresses and pyjamas; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted",nightdress pyjama woman girl textile material cotton man fibre knit crochet
,,610891.0,"Negligees, bathrobes, dressing gowns and similar articles; women's or girls', of cotton, knitted or crocheted",negligees bathrobe dress gown similar article woman girl cotton knit crochet
,,610892.0,"Negligees, bathrobes, dressing gowns and similar articles; women's or girls', of man-made fibres, knitted or crocheted",negligees bathrobe dress gown similar article woman girl man fibre knit crochet
,,610899.0,"Negligees, bathrobes, dressing gowns and similar articles; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted",negligees bathrobe dress gown similar article woman girl textile material cotton man fibre knit crochet
,,610910.0,"T-shirts, singlets and other vests; of cotton, knitted or crocheted",t shirt singlet vest cotton knit crochet
,,610990.0,"T-shirts, singlets and other vests; of textile materials (other than cotton), knitted or crocheted",t shirt singlet vest textile material cotton knit crochet
,,611011.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted, of wool or fine animal hair",jersey pullover cardigan waistcoat similar article knit crochet wool fine animal hair
,,611012.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted, of fibres from kashmir (cashmere) goats",jersey pullover cardigan waistcoat similar article knit crochet fibre kashmir cashmere goat
,,611019.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted, of fine animal hair other than that of kashmir (cashmere) goats",jersey pullover cardigan waistcoat similar article knit crochet fine animal hair kashmir cashmere goat
,,611020.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles; of cotton, knitted or crocheted",jersey pullover cardigan waistcoat similar article cotton knit crochet
,,611030.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles; of man-made fibres, knitted or crocheted",jersey pullover cardigan waistcoat similar article man fibre knit crochet
,,611090.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles; of textile materials (other than wool or fine animal hair, cotton or man-made fibres), knitted or crocheted",jersey pullover cardigan waistcoat similar article textile material wool fine animal hair cotton man fibre knit crochet
